Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
66,3.0,0.0,0.0,534.0,6.0,146.0,3465.0,0.1,139.00600000000003,0.0,0.0,734.0378293991089,,,,,,,,,,,,,,,,,,,,,64.57429420198213,39.255887112481965,129.83769860602413,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,650.0,7.0,116.0,3581.0,0.1,107.00800000000004,0.0,0.0,744.3869707584381,,,,,,,,,,,,,,,,,,,,,48.97729330299044,31.458415065100457,101.52959163052259,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,712.0,8.0,62.0,3643.0,0.1,54.006999999999984,0.0,0.0,750.0708541870117,,,,,,,,,,,,,,,,,,,,,24.387818332629983,16.925356081308077,52.6001028690121,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,776.0,9.0,64.0,3707.0,0.1,57.005999999999986,0.0,0.0,755.9796783924103,,,,,,,,,,,,,,,,,,,,,26.22342518797214,17.60642414342286,55.43852239423586,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,874.0,10.0,98.0,3805.0,0.1,91.00600000000003,0.0,0.0,765.0055594444275,,,,,,,,,,,,,,,,,,,,,42.35356386767172,26.83822393908914,87.02932235635855,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,950.0,11.0,76.0,3881.0,0.1,68.00700000000003,0.0,0.0,771.8934326171875,,,,,,,,,,,,,,,,,,,,,31.061288693981176,20.81399494622104,65.77783194531612,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,981.0,12.0,31.0,3912.0,0.1,24.006000000000007,0.0,0.0,774.9457757472992,,,,,,,,,,,,,,,,,,,,,10.373662752408098,8.12279492015912,23.731856435690297,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,1006.0,13.0,25.0,3937.0,0.1,17.00700000000001,0.0,0.0,777.5207531452179,,,,,,,,,,,,,,,,,,,,,6.767489776765289,6.01577952988024,16.871538961965843,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,1068.0,14.0,62.0,3999.0,0.1,53.00799999999998,0.0,0.0,783.2924933433533,,,,,,,,,,,,,,,,,,,,,23.52511903428195,16.78184789678963,51.65269635989796,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,1092.0,15.0,24.0,4023.0,0.1,18.005000000000006,0.0,0.0,786.0419030189514,,,,,,,,,,,,,,,,,,,,,7.832236554258107,6.2235497068285754,17.85271389777947,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1119.0,16.0,27.0,4050.0,0.1,19.00700000000001,0.0,0.0,788.9188015460968,,,,,,,,,,,,,,,,,,,,,7.697853078427348,6.648382327687362,18.83681275558087,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1157.0,17.0,38.0,4088.0,0.1,29.00800000000001,0.0,0.0,792.5903570652008,,,,,,,,,,,,,,,,,,,,,12.100202689613871,9.782154538069728,28.605374441302846,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1266.0,18.0,109.0,4197.0,0.1,97.01100000000005,0.0,0.0,802.2745697498322,,,,,,,,,,,,,,,,,,,,,43.10029308819226,29.33128885737267,92.4979714984124,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1298.0,19.0,32.0,4229.0,0.1,24.00700000000001,0.0,0.0,805.742171049118,,,,,,,,,,,,,,,,,,,,,10.05047044527786,8.196071795988374,23.73282686665756,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1364.0,20.0,66.0,4295.0,0.1,58.006999999999984,0.0,0.0,811.8270254135132,,,,,,,,,,,,,,,,,,,,,26.298330497974447,18.04535733586722,56.38402184680545,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,140.0,1.0,140.0,4435.0,0.1,132.00700000000003,0.0,0.0,991.2474045753479,,,,,,,,,,,,,,,,,,,,,60.93804682019011,37.70709368743943,123.72299571360496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,227.0,2.0,87.0,4522.0,0.1,78.00800000000004,0.0,0.0,999.267210483551,,,,,,,,,,,,,,,,,,,,,35.3912528361931,23.715859474013573,75.07904401223166,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,353.0,3.0,126.0,4648.0,0.1,90.03500000000017,0.0,0.0,1010.4825656414032,,,,,,,,,,,,,,,,,,,,,32.26809704019302,29.232742590516388,86.14141646444813,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,591.0,4.0,238.0,4886.0,0.1,210.0270000000001,0.0,0.0,1031.0675344467163,,,,,,,,,,,,,,,,,,,,,92.36139610714089,58.360545748386414,188.42164259003823,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,790.0,5.0,199.0,5085.0,0.1,170.02800000000013,0.0,0.0,1048.3640911579132,,,,,,,,,,,,,,,,,,,,,71.5738676798825,48.12707653883259,156.09683791068693,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,883.0,6.0,93.0,5178.0,0.1,81.01100000000005,0.0,0.0,1056.729761838913,,,,,,,,,,,,,,,,,,,,,35.62209658487615,24.99240352526135,77.85377471325835,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,994.0,7.0,111.0,5289.0,0.1,103.00700000000003,0.0,0.0,1066.84734749794,,,,,,,,,,,,,,,,,,,,,47.54001972954905,30.21163179844017,97.92581150722305,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1066.0,8.0,72.0,5361.0,0.1,64.00700000000003,0.0,0.0,1073.5179390907288,,,,,,,,,,,,,,,,,,,,,29.158594428650115,19.71164275069238,62.031582334223295,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1248.0,9.0,182.0,5543.0,0.1,175.00600000000003,0.0,0.0,1089.4344761371613,,,,,,,,,,,,,,,,,,,,,80.79989640857606,48.157416448632404,160.62150123460728,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1346.0,10.0,98.0,5641.0,0.1,89.00800000000004,0.0,0.0,1098.2042779922485,,,,,,,,,,,,,,,,,,,,,40.57003599214989,26.686558040119362,85.2024561826785,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1413.0,11.0,67.0,5708.0,0.1,60.005999999999986,0.0,0.0,1104.5186936855316,,,,,,,,,,,,,,,,,,,,,27.658304352514378,18.43830279353215,58.26937408718181,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1446.0,12.0,33.0,5741.0,0.1,25.00700000000001,0.0,0.0,1107.7432606220245,,,,,,,,,,,,,,,,,,,,,10.524225430140683,8.500768286470283,24.709094039790905,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1500.0,13.0,54.0,5795.0,0.1,46.006999999999984,0.0,0.0,1112.776603937149,,,,,,,,,,,,,,,,,,,,,20.560094178136882,14.66075741624729,44.98668329428589,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1566.0,14.0,66.0,5861.0,0.1,59.005999999999986,0.0,0.0,1118.8119313716888,,,,,,,,,,,,,,,,,,,,,27.18023161977831,18.161429901681537,57.326700787969784,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1587.0,15.0,21.0,5882.0,0.1,15.004999999999997,0.0,0.0,1121.1135215759277,,,,,,,,,,,,,,,,,,,,,6.400786606632032,5.297389765737577,14.90036931953047,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1618.0,16.0,31.0,5913.0,0.1,23.00700000000001,0.0,0.0,1124.4305641651154,,,,,,,,,,,,,,,,,,,,,9.577611619648408,7.889897177142427,22.755582449106665,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1679.0,17.0,61.0,5974.0,0.1,53.006999999999984,0.0,0.0,1130.0942771434784,,,,,,,,,,,,,,,,,,,,,23.90979071896583,16.64413672909715,51.65175462363574,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1751.0,18.0,72.0,6046.0,0.1,64.00700000000003,0.0,0.0,1136.6155331134796,,,,,,,,,,,,,,,,,,,,,29.158594428650115,19.71164275069238,62.031582334223295,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1886.0,19.0,135.0,6181.0,0.1,126.00800000000004,0.0,0.0,1148.4591360092163,,,,,,,,,,,,,,,,,,,,,57.75569609588132,36.385592141933984,118.44775809548896,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1935.0,20.0,49.0,6230.0,0.1,38.00999999999998,0.0,0.0,1153.289894580841,,,,,,,,,,,,,,,,,,,,,15.70706435251087,12.627172015789826,37.3149464246298,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,443.0,1.0,443.0,6673.0,0.1,413.0289999999993,0.0,0.0,1374.1201300621033,,,,,,,,,,,,,,,,,,,,,173.4163277884963,98.57985853123647,336.8789878864812,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,788.0,2.0,345.0,7018.0,0.1,337.00699999999983,0.0,0.0,1403.7532877922058,,,,,,,,,,,,,,,,,,,,,148.87722143333264,84.61617507396475,286.2165053997945,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,846.0,3.0,58.0,7076.0,0.1,50.006999999999984,0.0,0.0,1409.322255373001,,,,,,,,,,,,,,,,,,,,,22.474877918681923,15.79739297758809,48.80101030030677,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,1086.0,4.0,240.0,7316.0,0.1,232.00700000000003,0.0,0.0,1430.3172900676727,,,,,,,,,,,,,,,,,,,,,105.29019966191308,61.834867610289066,207.15144782534395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,1213.0,5.0,127.0,7443.0,0.1,121.00500000000002,0.0,0.0,1441.6296937465668,,,,,,,,,,,,,,,,,,,,,56.76246870100226,34.44880873411731,114.02410065217647,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,1298.0,6.0,85.0,7528.0,0.1,75.00900000000004,0.0,0.0,1449.600358247757,,,,,,,,,,,,,,,,,,,,,33.575109615723434,23.05563533124757,72.29964266835756,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1418.0,7.0,120.0,7648.0,0.1,112.00700000000003,0.0,0.0,1460.5705835819244,,,,,,,,,,,,,,,,,,,,,51.72364962292168,32.56412346651892,106.01208019355636,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1536.0,8.0,118.0,7766.0,0.1,86.031,0.0,0.0,1471.0010130405426,,,,,,,,,,,,,,,,,,,,,39.49715575671382,24.474143806016762,81.53332072884474,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1683.0,9.0,147.0,7913.0,0.1,137.00900000000004,0.0,0.0,1483.9508571624756,,,,,,,,,,,,,,,,,,,,,63.635444238084176,38.84606196762914,127.91028235142215,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1772.0,10.0,89.0,8002.0,0.1,76.01200000000006,0.0,0.0,1492.1169123649597,,,,,,,,,,,,,,,,,,,,,32.90214910596369,23.74222590361471,73.23009569085526,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1839.0,11.0,67.0,8069.0,0.1,59.006999999999984,0.0,0.0,1497.9731659889221,,,,,,,,,,,,,,,,,,,,,26.77552422467832,18.324182750770976,57.32763782495864,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1864.0,12.0,25.0,8094.0,0.1,16.00800000000001,0.0,0.0,1500.7506198883057,,,,,,,,,,,,,,,,,,,,,6.0542911713412515,5.716034309006345,15.888403639592015,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1949.0,13.0,85.0,8179.0,0.1,77.00700000000003,0.0,0.0,1508.3952078819275,,,,,,,,,,,,,,,,,,,,,35.32885395917381,23.271343838580417,74.15227781682607,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1991.0,14.0,42.0,8221.0,0.1,34.006999999999984,0.0,0.0,1512.4604227542877,,,,,,,,,,,,,,,,,,,,,14.813961735023652,11.188369272628842,33.45168352249048,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,2011.0,15.0,20.0,8241.0,0.1,14.004999999999997,0.0,0.0,1514.6222486495972,,,,,,,,,,,,,,,,,,,,,5.926552489453086,4.984085397933102,13.914283603133603,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2075.0,16.0,64.0,8305.0,0.1,51.01199999999997,0.0,0.0,1520.8082609176636,,,,,,,,,,,,,,,,,,,,,21.164782859423745,16.62285587329906,49.75691797603098,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2193.0,17.0,118.0,8423.0,0.1,110.00700000000003,0.0,0.0,1531.2559537887573,,,,,,,,,,,,,,,,,,,,,50.795930563082045,32.04344812603819,104.22141880975707,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2249.0,18.0,56.0,8479.0,0.1,46.00899999999998,0.0,0.0,1536.4197521209717,,,,,,,,,,,,,,,,,,,,,19.827734176308642,14.893592767304026,44.98857905565898,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2343.0,19.0,94.0,8573.0,0.1,84.00900000000004,0.0,0.0,1544.8244462013245,,,,,,,,,,,,,,,,,,,,,37.81408676384689,25.50962875779681,80.615626481535,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2436.0,20.0,93.0,8666.0,0.1,79.01300000000006,0.0,0.0,1553.1326124668121,,,,,,,,,,,,,,,,,,,,,33.93980723089763,24.696330164864523,76.0085389969815,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,133.0,1.0,133.0,8799.0,0.1,126.00600000000003,0.0,0.0,1782.7999703884125,,,,,,,,,,,,,,,,,,,,,58.62230948325135,35.957086269336806,118.44600640553229,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,510.0,2.0,377.0,9176.0,0.1,347.0289999999999,0.0,0.0,1815.5998668670654,,,,,,,,,,,,,,,,,,,,,149.66089057197416,84.61628423105883,291.18893092728945,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,564.0,3.0,54.0,9230.0,0.1,48.00499999999999,0.0,0.0,1820.6762144565582,,,,,,,,,,,,,,,,,,,,,22.312623545173075,14.925485601874659,46.893859153007526,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,688.0,4.0,124.0,9354.0,0.1,112.01100000000005,0.0,0.0,1831.6390733718872,,,,,,,,,,,,,,,,,,,,,50.058865691999145,33.31258157779042,106.01562589034695,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,752.0,5.0,64.0,9418.0,0.1,55.00799999999998,0.0,0.0,1837.5058948993683,,,,,,,,,,,,,,,,,,,,,24.47813620191578,17.347414129988806,53.54844261987452,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,865.0,6.0,113.0,9531.0,0.1,103.00900000000004,0.0,0.0,1847.5409305095673,,,,,,,,,,,,,,,,,,,,,46.7004875721775,30.59212274203338,97.92760218110402,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1126.0,7.0,261.0,9792.0,0.1,253.00700000000003,0.0,0.0,1870.319587945938,,,,,,,,,,,,,,,,,,,,,114.24608819014821,66.59021838233559,223.6358189845216,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1304.0,8.0,178.0,9970.0,0.1,162.01500000000007,0.0,0.0,1885.8546504974365,,,,,,,,,,,,,,,,,,,,,75.55214369440597,43.68136474748091,148.86429815440655,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1353.0,9.0,49.0,10019.0,0.1,37.010999999999974,0.0,0.0,1890.4110169410706,,,,,,,,,,,,,,,,,,,,,14.92686457160907,12.390019669436954,36.352251787313996,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1429.0,10.0,76.0,10095.0,0.1,68.00700000000003,0.0,0.0,1897.381504058838,,,,,,,,,,,,,,,,,,,,,31.061288693981176,20.81399494622104,65.77783194531612,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1481.0,11.0,52.0,10147.0,0.1,45.005999999999986,0.0,0.0,1902.485890865326,,,,,,,,,,,,,,,,,,,,,20.466379689853422,14.23783146861657,44.02976375387161,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1508.0,12.0,27.0,10174.0,0.1,20.006000000000007,0.0,0.0,1905.2630887031555,,,,,,,,,,,,,,,,,,,,,8.467132067733255,6.90632091506694,19.8170016204104,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1560.0,13.0,52.0,10226.0,0.1,43.00799999999998,0.0,0.0,1910.121314048767,,,,,,,,,,,,,,,,,,,,,18.756474760339877,13.918705367576116,42.11685490541826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1619.0,14.0,59.0,10285.0,0.1,51.006999999999984,0.0,0.0,1915.5757060050964,,,,,,,,,,,,,,,,,,,,,22.953311463801153,16.080166198084505,49.75220929000646,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1641.0,15.0,22.0,10307.0,0.1,14.006999999999996,0.0,0.0,1917.87659907341,,,,,,,,,,,,,,,,,,,,,5.389709620264013,5.0483664315892725,13.916244962033296,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,1712.0,16.0,71.0,10378.0,0.1,62.00799999999998,0.0,0.0,1924.6316769123077,,,,,,,,,,,,,,,,,,,,,27.809665309478014,19.310746348531683,60.15376113152898,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,1800.0,17.0,88.0,10466.0,0.1,79.00800000000004,0.0,0.0,1932.5578782558441,,,,,,,,,,,,,,,,,,,,,35.863260883546026,23.987756738452855,76.00396496821944,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,1962.0,18.0,162.0,10628.0,0.1,153.00800000000004,0.0,0.0,1946.744693994522,,,,,,,,,,,,,,,,,,,,,70.05516506837984,43.208652977258595,141.94280692997552,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,2062.0,19.0,100.0,10728.0,0.1,72.02699999999999,0.0,0.0,1955.852373600006,,,,,,,,,,,,,,,,,,,,,31.41807628156698,19.572380399252705,69.02316968804972,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,2156.0,20.0,94.0,10822.0,0.1,86.00700000000003,0.0,0.0,1964.2957072257996,,,,,,,,,,,,,,,,,,,,,39.57623834156781,25.69921225873675,82.4516544531445,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,168.0,1.0,168.0,10990.0,0.1,156.01100000000005,0.0,0.0,2178.112601518631,,,,,,,,,,,,,,,,,,,,,70.13655186159025,44.57479626400133,144.51694866763953,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,476.0,2.0,308.0,11298.0,0.1,278.029,0.0,0.0,2204.9406917095184,,,,,,,,,,,,,,,,,,,,,124.92102465490287,68.24085998666152,240.0331506744884,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,744.0,3.0,268.0,11566.0,0.1,258.0089999999998,0.0,0.0,2228.015392780304,,,,,,,,,,,,,,,,,,,,,115.49394729316052,68.19344074863142,227.51141744891362,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,1103.0,4.0,359.0,11925.0,0.1,315.04299999999967,0.0,0.0,2258.904783010483,,,,,,,,,,,,,,,,,,,,,130.34978158917048,79.92081729471883,268.7847290829249,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,1302.0,5.0,199.0,12124.0,0.1,176.0220000000001,0.0,0.0,2276.232928276062,,,,,,,,,,,,,,,,,,,,,76.04634089588936,49.38489932710755,161.2110390287366,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,1450.0,6.0,148.0,12272.0,0.1,141.00600000000003,0.0,0.0,2289.187679052353,,,,,,,,,,,,,,,,,,,,,65.48560596236057,39.75933584125738,131.5771530465107,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,1632.0,7.0,182.0,12454.0,0.1,170.01100000000005,0.0,0.0,2305.2435557842255,,,,,,,,,,,,,,,,,,,,,76.41485142825915,48.040058858273945,156.41617296982363,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1811.0,8.0,179.0,12633.0,0.1,171.00700000000003,0.0,0.0,2320.8446090221405,,,,,,,,,,,,,,,,,,,,,78.57509066544429,47.41997346867007,157.2564143431576,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,1973.0,9.0,162.0,12795.0,0.1,145.01600000000008,0.0,0.0,2335.05446434021,,,,,,,,,,,,,,,,,,,,,64.02625591315349,41.35633836588662,134.91343850564198,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,2085.0,10.0,112.0,12907.0,0.1,96.01500000000001,0.0,0.0,2345.0582704544067,,,,,,,,,,,,,,,,,,,,,44.52969839144797,26.849521027894223,91.21000257530592,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,2171.0,11.0,86.0,12993.0,0.1,69.016,0.0,0.0,2352.9836750030518,,,,,,,,,,,,,,,,,,,,,29.982452846139438,20.27468121204718,66.57058365195226,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,2201.0,12.0,30.0,13023.0,0.1,22.00700000000001,0.0,0.0,2355.9994530677795,,,,,,,,,,,,,,,,,,,,,9.105771111414771,7.582150459317631,21.77735980891558,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,2254.0,13.0,53.0,13076.0,0.1,45.006999999999984,0.0,0.0,2360.9726972579956,,,,,,,,,,,,,,,,,,,,,20.081196019026414,14.375142798219851,44.03071400829418,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,2309.0,14.0,55.0,13131.0,0.1,47.006999999999984,0.0,0.0,2366.0923647880554,,,,,,,,,,,,,,,,,,,,,21.03892437334131,14.945774856406299,45.941696610991606,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,2333.0,15.0,24.0,13155.0,0.1,16.00700000000001,0.0,0.0,2368.8559119701385,,,,,,,,,,,,,,,,,,,,,6.305524041505347,5.695974223053924,15.887426388354193,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,2638.0,16.0,305.0,13460.0,0.1,279.0249999999999,0.0,0.0,2395.068738937378,,,,,,,,,,,,,,,,,,,,,126.17380100722914,69.65585468722074,241.02379726352504,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,2744.0,17.0,106.0,13566.0,0.1,99.00600000000003,0.0,0.0,2404.432070016861,,,,,,,,,,,,,,,,,,,,,46.10325644067608,28.95437622000662,94.30757566103478,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
